host_id,timestamp,src_ip,dst_ip,port,protocol,bytes_sent,bytes_received,duration,destination_category
BACKUP-SERVER-01,2026-09-03 12:54:03,192.168.1.200,10.0.0.30,80,TCP,247602,356028,59,Known
HR-PC-02,2026-09-03 12:57:59,192.168.1.102,10.0.0.44,443,TCP,473107,320289,34,Known
BACKUP-SERVER-01,2026-09-03 12:59:59,192.168.1.200,10.0.0.18,80,TCP,299930,773323,28,Known
DEV-PC-01,2026-09-03 13:01:23,192.168.1.50,10.0.0.17,80,TCP,348134,111314,95,Known
BACKUP-SERVER-01,2026-09-03 13:04:40,192.168.1.200,10.0.0.43,80,TCP,274525,262273,42,Known
FIN-PC-07,2026-09-03 13:27:27,192.168.1.107,10.0.0.22,443,TCP,49499,645989,16,Known
FIN-PC-07,2026-09-03 13:29:31,192.168.1.107,10.0.0.15,443,TCP,144312,702628,35,Known
BACKUP-SERVER-01,2026-09-03 13:29:43,192.168.1.200,10.0.0.31,80,TCP,13778,71711,66,Known
FIN-PC-07,2026-09-03 13:32:54,192.168.1.107,10.0.0.44,80,TCP,166041,422746,88,Known
FIN-PC-07,2026-09-03 13:38:50,192.168.1.107,10.0.0.22,443,TCP,382850,959064,8,Known
BACKUP-SERVER-01,2026-09-03 13:41:58,192.168.1.200,10.0.0.20,443,TCP,365784,975374,28,Known
FIN-PC-07,2026-09-03 13:53:30,192.168.1.107,10.0.0.50,80,TCP,142854,22936,19,Known
BACKUP-SERVER-01,2026-09-03 13:53:34,192.168.1.200,10.0.0.21,80,TCP,349194,927815,115,Known
BACKUP-SERVER-01,2026-09-03 13:55:36,192.168.1.200,10.0.0.12,80,TCP,267804,187747,8,Known
HR-PC-02,2026-09-03 13:56:57,192.168.1.102,10.0.0.50,443,TCP,128017,769537,96,Known
DEV-PC-01,2026-09-03 14:00:38,192.168.1.50,10.0.0.27,443,TCP,124601,352207,3,Known
BACKUP-SERVER-01,2026-09-03 14:02:12,192.168.1.200,10.0.0.16,80,TCP,159577,139549,116,Known
BACKUP-SERVER-01,2026-09-03 14:13:12,192.168.1.200,10.0.0.33,80,TCP,259761,860134,38,Known
HR-PC-02,2026-09-03 14:22:43,192.168.1.102,10.0.0.18,443,TCP,447081,884746,97,Known
BACKUP-SERVER-01,2026-09-03 14:33:44,192.168.1.200,10.0.0.37,80,TCP,108197,581738,106,Known
HR-PC-02,2026-09-03 14:35:26,192.168.1.102,10.0.0.36,443,TCP,491678,933039,3,Known
BACKUP-SERVER-01,2026-09-03 14:38:05,192.168.1.200,10.0.0.38,80,TCP,283850,234426,2,Known
HR-PC-02,2026-09-03 14:40:59,192.168.1.102,10.0.0.12,443,TCP,38644,688093,113,Known
FIN-PC-07,2026-09-03 14:48:53,192.168.1.107,10.0.0.17,80,TCP,127350,248050,35,Known
DEV-PC-01,2026-09-03 14:52:43,192.168.1.50,10.0.0.38,443,TCP,217471,608068,45,Known
BACKUP-SERVER-01,2026-09-03 14:54:17,192.168.1.200,10.0.0.28,80,TCP,28812,381212,39,Known
HR-PC-02,2026-09-03 15:08:55,192.168.1.102,10.0.0.16,443,TCP,478804,228602,70,Known
FIN-PC-07,2026-09-03 15:11:03,192.168.1.107,10.0.0.28,80,TCP,451812,974593,11,Known
FIN-PC-07,2026-09-03 15:15:28,192.168.1.107,10.0.0.31,443,TCP,268880,794113,61,Known
HR-PC-02,2026-09-03 15:18:53,192.168.1.102,10.0.0.35,443,TCP,360993,859754,24,Known
BACKUP-SERVER-01,2026-09-03 15:27:53,192.168.1.200,10.0.0.37,443,TCP,282933,685200,29,Known
DEV-PC-01,2026-09-03 15:32:22,192.168.1.50,10.0.0.46,80,TCP,303530,113826,75,Known
FIN-PC-07,2026-09-03 15:51:42,192.168.1.107,10.0.0.44,80,TCP,162552,838734,21,Known
BACKUP-SERVER-01,2026-09-03 15:53:43,192.168.1.200,10.0.0.17,80,TCP,24175,672036,79,Known
FIN-PC-07,2026-09-03 15:55:45,192.168.1.107,10.0.0.35,80,TCP,110670,664077,72,Known
FIN-PC-07,2026-09-03 16:04:10,192.168.1.107,10.0.0.47,80,TCP,65491,316041,63,Known
BACKUP-SERVER-01,2026-09-03 16:04:35,192.168.1.200,10.0.0.43,80,TCP,407625,964834,46,Known
HR-PC-02,2026-09-03 16:22:23,192.168.1.102,10.0.0.45,80,TCP,468689,47869,101,Known
FIN-PC-07,2026-09-03 16:36:09,192.168.1.107,10.0.0.43,443,TCP,183726,241138,38,Known
FIN-PC-07,2026-09-03 16:37:34,192.168.1.107,10.0.0.50,443,TCP,86797,639402,34,Known
BACKUP-SERVER-01,2026-09-03 16:38:36,192.168.1.200,10.0.0.24,80,TCP,29662,83753,45,Known
HR-PC-02,2026-09-03 16:43:23,192.168.1.102,10.0.0.30,443,TCP,253261,913318,47,Known
DEV-PC-01,2026-09-03 16:49:02,192.168.1.50,10.0.0.35,443,TCP,101923,788227,2,Known
FIN-PC-07,2026-09-03 17:07:26,192.168.1.107,10.0.0.30,443,TCP,139624,161331,84,Known
HR-PC-02,2026-09-03 17:13:59,192.168.1.102,10.0.0.13,80,TCP,236709,482584,31,Known
BACKUP-SERVER-01,2026-09-03 17:16:47,192.168.1.200,10.0.0.46,80,TCP,314096,227292,28,Known
DEV-PC-01,2026-09-03 17:26:21,192.168.1.50,10.0.0.26,80,TCP,17925,120779,71,Known
FIN-PC-07,2026-09-03 17:31:22,192.168.1.107,10.0.0.10,443,TCP,191236,266746,86,Known
BACKUP-SERVER-01,2026-09-03 17:31:50,192.168.1.200,10.0.0.26,443,TCP,169306,941068,20,Known
HR-PC-02,2026-09-03 17:37:12,192.168.1.102,10.0.0.16,443,TCP,426077,41323,64,Known
BACKUP-SERVER-01,2026-09-03 17:45:37,192.168.1.200,10.0.0.12,80,TCP,485776,852172,89,Known
DEV-PC-01,2026-09-03 17:46:22,192.168.1.50,10.0.0.45,80,TCP,143459,691769,5,Known
DEV-PC-01,2026-09-03 17:46:36,192.168.1.50,10.0.0.48,80,TCP,20330,57349,68,Known
BACKUP-SERVER-01,2026-09-04 01:54:06,192.168.1.200,52.216.146.90,443,TCP,520797574,5441,2980,Approved Cloud Provider
HR-PC-02,2026-09-04 02:15:21,192.168.1.102,8.8.8.8,443,TCP,12500000,1098,779,Uncategorized
FIN-PC-07,2026-09-04 02:17:07,192.168.1.107,104.28.14.99,443,TCP,5456919,1714,564,Uncategorized
DEV-PC-01,2026-09-04 09:00:39,192.168.1.50,10.0.0.22,80,TCP,84468,230828,107,Known
DEV-PC-01,2026-09-04 09:13:39,192.168.1.50,10.0.0.26,80,TCP,131049,54786,113,Known
BACKUP-SERVER-01,2026-09-04 09:18:17,192.168.1.200,10.0.0.34,443,TCP,379801,978541,75,Known
DEV-PC-01,2026-09-04 09:20:42,192.168.1.50,10.0.0.34,443,TCP,314978,244749,48,Known
DEV-PC-01,2026-09-04 09:26:39,192.168.1.50,10.0.0.15,80,TCP,290952,936371,5,Known
FIN-PC-07,2026-09-04 09:28:31,192.168.1.107,10.0.0.32,80,TCP,220544,810321,46,Known
HR-PC-02,2026-09-04 09:29:27,192.168.1.102,10.0.0.29,80,TCP,45225,214775,54,Known
BACKUP-SERVER-01,2026-09-04 09:31:45,192.168.1.200,10.0.0.47,443,TCP,398974,129604,115,Known
HR-PC-02,2026-09-04 09:35:53,192.168.1.102,10.0.0.48,443,TCP,188064,215435,27,Known
FIN-PC-07,2026-09-04 09:37:06,192.168.1.107,10.0.0.29,443,TCP,266371,744883,35,Known
HR-PC-02,2026-09-04 09:44:11,192.168.1.102,10.0.0.23,80,TCP,133257,108418,77,Known
BACKUP-SERVER-01,2026-09-04 09:45:47,192.168.1.200,10.0.0.22,443,TCP,359908,664822,117,Known
FIN-PC-07,2026-09-04 09:47:44,192.168.1.107,10.0.0.42,80,TCP,372875,135950,11,Known
HR-PC-02,2026-09-04 09:48:32,192.168.1.102,10.0.0.24,443,TCP,317253,489420,54,Known
FIN-PC-07,2026-09-04 09:52:57,192.168.1.107,10.0.0.33,80,TCP,390891,512939,55,Known
FIN-PC-07,2026-09-04 09:53:26,192.168.1.107,10.0.0.31,443,TCP,140704,619047,87,Known
HR-PC-02,2026-09-04 09:58:14,192.168.1.102,10.0.0.15,443,TCP,136941,388895,81,Known
DEV-PC-01,2026-09-04 09:58:43,192.168.1.50,10.0.0.19,443,TCP,305745,137887,33,Known
FIN-PC-07,2026-09-04 10:02:09,192.168.1.107,10.0.0.46,80,TCP,212011,419921,48,Known
BACKUP-SERVER-01,2026-09-04 10:02:51,192.168.1.200,10.0.0.21,80,TCP,375616,21678,56,Known
HR-PC-02,2026-09-04 10:18:35,192.168.1.102,10.0.0.20,80,TCP,421474,571811,25,Known
HR-PC-02,2026-09-04 10:23:25,192.168.1.102,10.0.0.32,80,TCP,215283,955574,71,Known
DEV-PC-01,2026-09-04 10:23:53,192.168.1.50,10.0.0.35,443,TCP,360405,352313,76,Known
BACKUP-SERVER-01,2026-09-04 10:24:39,192.168.1.200,10.0.0.13,80,TCP,21452,385249,91,Known
BACKUP-SERVER-01,2026-09-04 10:26:47,192.168.1.200,10.0.0.43,443,TCP,450198,441977,80,Known
FIN-PC-07,2026-09-04 10:40:01,192.168.1.107,10.0.0.29,80,TCP,100046,308646,88,Known
FIN-PC-07,2026-09-04 11:06:12,192.168.1.107,10.0.0.25,443,TCP,168382,723218,75,Known
FIN-PC-07,2026-09-04 11:07:18,192.168.1.107,10.0.0.11,443,TCP,325184,822008,110,Known
BACKUP-SERVER-01,2026-09-04 11:07:42,192.168.1.200,10.0.0.12,80,TCP,177353,490327,27,Known
DEV-PC-01,2026-09-04 11:20:25,192.168.1.50,10.0.0.40,443,TCP,170453,368758,59,Known
BACKUP-SERVER-01,2026-09-04 11:24:20,192.168.1.200,10.0.0.45,443,TCP,335357,176973,16,Known
BACKUP-SERVER-01,2026-09-04 11:28:19,192.168.1.200,10.0.0.42,443,TCP,471123,615416,3,Known
DEV-PC-01,2026-09-04 11:28:29,192.168.1.50,10.0.0.48,80,TCP,142525,669321,115,Known
FIN-PC-07,2026-09-04 11:31:15,192.168.1.107,10.0.0.46,443,TCP,247618,442428,24,Known
HR-PC-02,2026-09-04 11:35:17,192.168.1.102,10.0.0.29,443,TCP,21772,158663,111,Known
BACKUP-SERVER-01,2026-09-04 11:40:01,192.168.1.200,10.0.0.43,443,TCP,234021,263627,4,Known
DEV-PC-01,2026-09-04 11:44:04,192.168.1.50,10.0.0.27,80,TCP,294299,104452,13,Known
FIN-PC-07,2026-09-04 11:50:42,192.168.1.107,10.0.0.10,80,TCP,199052,925064,55,Known
DEV-PC-01,2026-09-04 11:55:47,192.168.1.50,10.0.0.39,443,TCP,492801,365383,84,Known
FIN-PC-07,2026-09-04 11:57:34,192.168.1.107,10.0.0.10,443,TCP,86191,901326,3,Known
BACKUP-SERVER-01,2026-09-04 12:07:55,192.168.1.200,10.0.0.34,80,TCP,170868,451028,4,Known
DEV-PC-01,2026-09-04 12:16:23,192.168.1.50,10.0.0.11,443,TCP,203377,53025,71,Known
BACKUP-SERVER-01,2026-09-04 12:19:43,192.168.1.200,10.0.0.13,443,TCP,20454,477780,112,Known
FIN-PC-07,2026-09-04 12:22:59,192.168.1.107,10.0.0.20,443,TCP,212936,876659,78,Known
DEV-PC-01,2026-09-04 12:31:50,192.168.1.50,10.0.0.34,443,TCP,272256,274968,95,Known
HR-PC-02,2026-09-04 12:33:30,192.168.1.102,10.0.0.31,443,TCP,199374,768537,80,Known
DEV-PC-01,2026-09-04 12:38:47,192.168.1.50,10.0.0.25,443,TCP,413756,781052,109,Known
FIN-PC-07,2026-09-04 12:39:14,192.168.1.107,10.0.0.13,80,TCP,347354,805320,29,Known
HR-PC-02,2026-09-04 12:40:07,192.168.1.102,10.0.0.30,443,TCP,253313,500897,44,Known
DEV-PC-01,2026-09-04 12:45:25,192.168.1.50,10.0.0.31,443,TCP,414964,920476,58,Known
DEV-PC-01,2026-09-04 13:04:42,192.168.1.50,10.0.0.21,80,TCP,277713,36091,88,Known
HR-PC-02,2026-09-04 13:12:37,192.168.1.102,10.0.0.31,80,TCP,358517,194674,40,Known
BACKUP-SERVER-01,2026-09-04 13:17:20,192.168.1.200,10.0.0.28,443,TCP,73171,418886,120,Known
HR-PC-02,2026-09-04 13:18:37,192.168.1.102,10.0.0.41,80,TCP,357537,620516,79,Known
HR-PC-02,2026-09-04 13:19:44,192.168.1.102,10.0.0.46,443,TCP,401483,760476,28,Known
DEV-PC-01,2026-09-04 13:25:22,192.168.1.50,10.0.0.30,80,TCP,477892,119288,52,Known
BACKUP-SERVER-01,2026-09-04 13:39:04,192.168.1.200,10.0.0.19,443,TCP,14114,699921,103,Known
FIN-PC-07,2026-09-04 13:40:42,192.168.1.107,10.0.0.45,80,TCP,187088,615602,49,Known
FIN-PC-07,2026-09-04 13:42:25,192.168.1.107,10.0.0.21,80,TCP,112943,825552,72,Known
BACKUP-SERVER-01,2026-09-04 13:44:29,192.168.1.200,10.0.0.25,443,TCP,108369,208667,89,Known
BACKUP-SERVER-01,2026-09-04 13:47:52,192.168.1.200,10.0.0.12,80,TCP,380588,317763,15,Known
FIN-PC-07,2026-09-04 13:50:09,192.168.1.107,10.0.0.14,80,TCP,245432,575511,114,Known
DEV-PC-01,2026-09-04 13:57:09,192.168.1.50,10.0.0.44,80,TCP,70470,760855,112,Known
DEV-PC-01,2026-09-04 13:59:54,192.168.1.50,10.0.0.14,80,TCP,170122,961911,87,Known
FIN-PC-07,2026-09-04 14:02:09,192.168.1.107,10.0.0.43,443,TCP,200161,528779,100,Known
FIN-PC-07,2026-09-04 14:07:22,192.168.1.107,10.0.0.31,443,TCP,265955,359188,17,Known
HR-PC-02,2026-09-04 14:08:56,192.168.1.102,10.0.0.15,80,TCP,93633,38731,91,Known
DEV-PC-01,2026-09-04 14:15:56,192.168.1.50,10.0.0.22,80,TCP,168615,29764,40,Known
DEV-PC-01,2026-09-04 14:22:52,192.168.1.50,10.0.0.31,80,TCP,454421,421255,14,Known
HR-PC-02,2026-09-04 14:22:57,192.168.1.102,10.0.0.44,443,TCP,270741,151129,6,Known
HR-PC-02,2026-09-04 14:24:52,192.168.1.102,10.0.0.11,80,TCP,318688,129216,97,Known
HR-PC-02,2026-09-04 14:30:50,192.168.1.102,10.0.0.27,443,TCP,376461,584056,77,Known
DEV-PC-01,2026-09-04 14:31:31,192.168.1.50,10.0.0.19,80,TCP,294029,475622,46,Known
BACKUP-SERVER-01,2026-09-04 14:32:06,192.168.1.200,10.0.0.22,443,TCP,245581,762197,109,Known
BACKUP-SERVER-01,2026-09-04 14:38:53,192.168.1.200,10.0.0.33,443,TCP,175822,250060,91,Known
DEV-PC-01,2026-09-04 14:47:31,192.168.1.50,10.0.0.46,80,TCP,231466,532878,84,Known
DEV-PC-01,2026-09-04 14:48:15,192.168.1.50,10.0.0.36,80,TCP,390798,999700,32,Known
HR-PC-02,2026-09-04 14:59:56,192.168.1.102,10.0.0.40,80,TCP,250310,7192,16,Known
HR-PC-02,2026-09-04 15:21:33,192.168.1.102,10.0.0.22,443,TCP,165435,730303,65,Known
BACKUP-SERVER-01,2026-09-04 15:26:06,192.168.1.200,10.0.0.27,443,TCP,70498,511627,24,Known
FIN-PC-07,2026-09-04 15:28:13,192.168.1.107,10.0.0.33,443,TCP,442732,132870,17,Known
FIN-PC-07,2026-09-04 15:29:35,192.168.1.107,10.0.0.43,80,TCP,462752,118054,75,Known
DEV-PC-01,2026-09-04 15:31:18,192.168.1.50,10.0.0.14,443,TCP,282931,686297,101,Known
HR-PC-02,2026-09-04 15:36:26,192.168.1.102,10.0.0.37,443,TCP,206165,852044,75,Known
HR-PC-02,2026-09-04 15:43:24,192.168.1.102,10.0.0.35,80,TCP,242075,853359,80,Known
FIN-PC-07,2026-09-04 15:54:59,192.168.1.107,10.0.0.22,80,TCP,326899,537412,111,Known
HR-PC-02,2026-09-04 15:56:05,192.168.1.102,10.0.0.25,443,TCP,87965,52555,16,Known
BACKUP-SERVER-01,2026-09-04 16:00:28,192.168.1.200,10.0.0.28,80,TCP,19166,808179,99,Known
FIN-PC-07,2026-09-04 16:00:58,192.168.1.107,10.0.0.16,443,TCP,38213,430897,88,Known
HR-PC-02,2026-09-04 16:03:16,192.168.1.102,10.0.0.46,443,TCP,162754,226341,10,Known
HR-PC-02,2026-09-04 16:04:02,192.168.1.102,10.0.0.50,443,TCP,374938,438614,119,Known
HR-PC-02,2026-09-04 16:09:35,192.168.1.102,10.0.0.40,80,TCP,189729,921635,35,Known
HR-PC-02,2026-09-04 16:35:53,192.168.1.102,10.0.0.46,80,TCP,237990,216321,102,Known
DEV-PC-01,2026-09-04 16:45:42,192.168.1.50,10.0.0.41,80,TCP,15876,361861,108,Known
DEV-PC-01,2026-09-04 16:46:21,192.168.1.50,10.0.0.16,443,TCP,64222,918389,114,Known
DEV-PC-01,2026-09-04 16:47:52,192.168.1.50,10.0.0.50,443,TCP,190825,795175,113,Known
BACKUP-SERVER-01,2026-09-04 16:51:14,192.168.1.200,10.0.0.32,80,TCP,373837,763375,6,Known
DEV-PC-01,2026-09-04 16:53:06,192.168.1.50,10.0.0.20,443,TCP,251099,984298,120,Known
DEV-PC-01,2026-09-04 17:03:26,192.168.1.50,10.0.0.11,80,TCP,278557,146473,116,Known
FIN-PC-07,2026-09-04 17:06:17,192.168.1.107,10.0.0.47,80,TCP,209197,769994,50,Known
HR-PC-02,2026-09-04 17:09:55,192.168.1.102,10.0.0.18,443,TCP,223498,509021,21,Known
BACKUP-SERVER-01,2026-09-04 17:11:29,192.168.1.200,10.0.0.40,443,TCP,403222,719903,95,Known
BACKUP-SERVER-01,2026-09-04 17:11:30,192.168.1.200,10.0.0.16,443,TCP,187979,483711,102,Known
DEV-PC-01,2026-09-04 17:15:44,192.168.1.50,10.0.0.33,443,TCP,497013,131312,63,Known
BACKUP-SERVER-01,2026-09-04 17:16:15,192.168.1.200,10.0.0.16,443,TCP,289709,272515,59,Known
BACKUP-SERVER-01,2026-09-04 17:18:40,192.168.1.200,10.0.0.45,80,TCP,130806,462948,72,Known
FIN-PC-07,2026-09-04 17:18:58,192.168.1.107,10.0.0.27,80,TCP,59601,920411,79,Known
HR-PC-02,2026-09-04 17:25:51,192.168.1.102,10.0.0.42,80,TCP,63804,912929,111,Known
BACKUP-SERVER-01,2026-09-04 17:34:19,192.168.1.200,10.0.0.14,80,TCP,362792,799917,94,Known
DEV-PC-01,2026-09-04 17:38:13,192.168.1.50,10.0.0.34,80,TCP,37688,292783,74,Known
DEV-PC-01,2026-09-04 17:50:31,192.168.1.50,10.0.0.10,80,TCP,345724,447318,30,Known
HR-PC-02,2026-09-04 17:51:19,192.168.1.102,10.0.0.11,80,TCP,113258,528863,46,Known
DEV-PC-01,2026-09-04 17:53:20,192.168.1.50,10.0.0.24,80,TCP,167464,346172,76,Known
HR-PC-02,2026-09-04 17:53:55,192.168.1.102,10.0.0.48,80,TCP,331289,73890,24,Known
